Index,Time,openloop_spd_ref,openloop_spd_fdb,start_ident_flag
5000,5.000346,3000,1.76261961,1
5001,5.001351,3000,1.77540278,1
5002,5.002351,3000,1.77540278,1
5003,5.003348,3000,1.77540278,1
5004,5.004352,3000,1.77540278,1
5005,5.005349,3000,1.77007651,1
5006,5.006359,3000,1.76901126,1
5007,5.007348,3000,1.76901126,1
5008,5.00835,3000,1.76901126,1
5009,5.009347,3000,1.76901126,1
5010,5.010348,3000,1.76901126,1
5011,5.011353,3000,1.76901126,1
5012,5.012362,3000,1.76901126,1
5013,5.013352,3000,1.76261961,1
5014,5.014348,3000,1.76261961,1
5015,5.015345,3000,1.76261961,1
5016,5.016347,3000,1.76261961,1
5017,5.017352,3000,1.77114177,1
5018,5.018353,3000,1.77753329,1
5019,5.019361,3000,1.77753329,1
5020,5.020351,3000,1.77753329,1
5021,5.021351,3000,1.77753329,1
5022,5.022348,3000,1.77753329,1
5023,5.023349,3000,1.77753329,1
5024,5.02435,3000,1.77753329,1
5025,5.025351,3000,1.767946,1
5026,5.026348,3000,1.767946,1
5027,5.027349,3000,1.767946,1
5028,5.028346,3000,1.767946,1
5029,5.029365,3000,1.76475012,1
5030,5.030347,3000,1.76368487,1
5031,5.031348,3000,1.76368487,1
5032,5.032346,3000,1.76368487,1
5033,5.033346,3000,1.76368487,1
5034,5.034352,3000,1.76368487,1
5035,5.035352,3000,1.76368487,1
5036,5.036348,3000,1.76368487,1
5037,5.037348,3000,1.7583586,1
5038,5.038352,3000,1.7583586,1
5039,5.039352,3000,1.7583586,1
5040,5.040362,3000,1.7583586,1
5041,5.041348,3000,1.76581538,1
5042,5.042353,3000,1.75942385,1
5043,5.043353,3000,1.75942385,1
5044,5.044352,3000,1.75942385,1
5045,5.045352,3000,1.75942385,1
5046,5.046348,3000,1.75942385,1
5047,5.047348,3000,1.75942385,1
5048,5.048353,3000,1.75942385,1
5049,5.049345,3000,1.74557543,1
5050,5.05035,3000,1.74557543,1
5051,5.051364,3000,1.74557543,1
5052,5.052353,3000,1.74557543,1
5053,5.053353,3000,1.75729334,1
5054,5.054353,3000,1.74237967,1
5055,5.055353,3000,1.74237967,1
5056,5.05635,3000,1.74237967,1
5057,5.05735,3000,1.74237967,1
5058,5.058346,3000,1.74237967,1
5059,5.059346,3000,1.74237967,1
5060,5.060351,3000,1.74237967,1
5061,5.06136,3000,1.74557543,1
5062,5.062352,3000,1.74557543,1
5063,5.063366,3000,1.74557543,1
5064,5.06435,3000,1.74557543,1
5065,5.06535,3000,1.75622809,1
5066,5.066346,3000,1.74131441,1
5067,5.067346,3000,1.74131441,1
5068,5.068351,3000,1.74131441,1
5069,5.069352,3000,1.74131441,1
5070,5.070349,3000,1.74131441,1
5071,5.07135,3000,1.74131441,1
5072,5.072364,3000,1.74131441,1
5073,5.073346,3000,1.73066175,1
5074,5.07435,3000,1.73066175,1
5075,5.075347,3000,1.73066175,1
5076,5.076348,3000,1.73066175,1
5077,5.077353,3000,1.73811853,1
5078,5.078346,3000,1.73279226,1
5079,5.079351,3000,1.73279226,1
5080,5.080353,3000,1.73279226,1
5081,5.08135,3000,1.73279226,1
5082,5.082364,3000,1.73279226,1
5083,5.083345,3000,1.73279226,1
5084,5.084349,3000,1.73279226,1
5085,5.085346,3000,1.731727,1
5086,5.086347,3000,1.731727,1
5087,5.087353,3000,1.731727,1
5088,5.088346,3000,1.731727,1
5089,5.089351,3000,1.72107434,1
5090,5.090352,3000,1.731727,1
5091,5.091349,3000,1.731727,1
5092,5.092417,3000,1.731727,1
5093,5.093346,3000,1.731727,1
5094,5.094346,3000,1.731727,1
5095,5.095347,3000,1.731727,1
5096,5.096353,3000,1.731727,1
5097,5.097346,3000,1.70616066,1
5098,5.098351,3000,1.70616066,1
5099,5.09935,3000,1.70616066,1
5100,5.100346,3000,1.70616066,1
5101,5.101345,3000,1.72000909,1
5102,5.10235,3000,1.70296478,1
5103,5.10335,3000,1.70296478,1
5104,5.104363,3000,1.70296478,1
5105,5.105352,3000,1.70296478,1
5106,5.106352,3000,1.70296478,1
5107,5.107348,3000,1.70296478,1
5108,5.108348,3000,1.70296478,1
5109,5.109353,3000,1.70083427,1
5110,5.110353,3000,1.70083427,1
5111,5.111349,3000,1.70083427,1
5112,5.11235,3000,1.70083427,1
5113,5.113346,3000,1.69870377,1
5114,5.114358,3000,1.69763851,1
5115,5.115347,3000,1.69763851,1
5116,5.116365,3000,1.69763851,1
5117,5.117345,3000,1.69763851,1
5118,5.118346,3000,1.69763851,1
5119,5.11935,3000,1.69763851,1
5120,5.120351,3000,1.69763851,1
5121,5.121347,3000,1.68698585,1
5122,5.122347,3000,1.68698585,1
5123,5.123351,3000,1.68698585,1
5124,5.124363,3000,1.68698585,1
5125,5.125352,3000,1.68272483,1
5126,5.126352,3000,1.68379009,1
5127,5.127349,3000,1.68379009,1
5128,5.128349,3000,1.68379009,1
5129,5.129346,3000,1.68379009,1
5130,5.130346,3000,1.68379009,1
5131,5.13135,3000,1.68379009,1
5132,5.13235,3000,1.68379009,1
5133,5.133346,3000,1.68698585,1
5134,5.134364,3000,1.68698585,1
5135,5.135346,3000,1.68698585,1
5136,5.136347,3000,1.68698585,1
5137,5.137353,3000,1.69018161,1
5138,5.138346,3000,1.69124687,1
5139,5.139351,3000,1.69124687,1
5140,5.140352,3000,1.69124687,1
5141,5.141349,3000,1.69124687,1
5142,5.14235,3000,1.69124687,1
5143,5.143347,3000,1.69124687,1
5144,5.144351,3000,1.69124687,1
5145,5.145363,3000,1.68911636,1
5146,5.146352,3000,1.68911636,1
5147,5.147353,3000,1.68911636,1
5148,5.14835,3000,1.68911636,1
5149,5.149351,3000,1.69337749,1
5150,5.150348,3000,1.695508,1
5151,5.151349,3000,1.695508,1
5152,5.152347,3000,1.695508,1
5153,5.153347,-3000,1.695508,1
5154,5.154348,-3000,1.695508,1
5155,5.155348,-3000,1.695508,1
5156,5.156359,-3000,1.695508,1
5157,5.157351,-3000,1.69337749,1
5158,5.158349,-3000,1.69337749,1
5159,5.15935,-3000,1.69337749,1
5160,5.160348,-3000,1.69337749,1
5161,5.161348,-3000,1.70296478,1
5162,5.162346,-3000,1.69870377,1
5163,5.163347,-3000,1.69870377,1
5164,5.164346,-3000,1.69870377,1
5165,5.165353,-3000,1.69870377,1
5166,5.166352,-3000,1.69870377,1
5167,5.167359,-3000,1.69870377,1
5168,5.168414,-3000,1.69870377,1
5169,5.16935,-3000,1.66035426,1
5170,5.170347,-3000,1.66035426,1
5171,5.171347,-3000,1.66035426,1
5172,5.172352,-3000,1.66035426,1
5173,5.173352,-3000,1.53784883,1
5174,5.174351,-3000,1.45582342,1
5175,5.175351,-3000,1.45582342,1
5176,5.176348,-3000,1.45582342,1
5177,5.177348,-3000,1.45582342,1
5178,5.178364,-3000,1.45582342,1
5179,5.179353,-3000,1.45582342,1
5180,5.180353,-3000,1.45582342,1
5181,5.18135,-3000,1.38871181,1
5182,5.18235,-3000,1.38871181,1
5183,5.183346,-3000,1.38871181,1
5184,5.18435,-3000,1.38871181,1
5185,5.185346,-3000,1.29177272,1
5186,5.186346,-3000,1.19802952,1
5187,5.187351,-3000,1.19802952,1
5188,5.188375,-3000,1.19802952,1
